"Date","Price","Open","High","Low","Vol.","Change %"
"03/27/2025","37,799.97","37,750.66","37,859.06","37,556.75","","-0.60%"
"03/26/2025","38,027.29","38,106.66","38,220.69","37,873.28","","0.65%"
"03/25/2025","37,780.54","37,953.15","38,115.65","37,686.26","","0.46%"
"03/24/2025","37,608.49","37,841.68","37,841.68","37,608.49","","-0.18%"
"03/21/2025","37,677.06","37,619.37","37,968.02","37,619.37","","-0.20%"
"03/19/2025","37,751.88","37,839.39","38,128.58","37,751.88","","-0.25%"
"03/18/2025","37,845.42","37,868.57","38,004.20","37,822.87","","1.20%"
"03/17/2025","37,396.52","37,453.83","37,563.27","37,377.55","","0.93%"
"03/14/2025","37,053.10","36,606.78","37,154.39","36,594.04","","0.72%"
"03/13/2025","36,790.03","37,081.64","37,326.27","36,776.94","","-0.08%"
"03/12/2025","36,819.09","36,763.10","36,956.33","36,658.86","","0.07%"
"03/11/2025","36,793.11","36,584.37","36,793.11","35,987.13","","-0.64%"
"03/10/2025","37,028.27","36,972.59","37,113.48","36,705.02","","0.38%"
"03/07/2025","36,887.17","37,198.30","37,221.65","36,813.62","","-2.17%"
"03/06/2025","37,704.93","37,654.95","37,874.38","37,580.88","","0.77%"
"03/05/2025","37,418.24","37,345.74","37,606.34","37,178.72","","0.23%"
"03/04/2025","37,331.18","37,532.01","37,587.49","36,816.16","","-1.20%"
"03/03/2025","37,785.47","37,617.50","37,827.62","37,372.26","","1.70%"
"02/28/2025","37,155.50","37,853.48","37,925.28","36,840.12","","-2.88%"
"02/27/2025","38,256.17","38,251.11","38,369.96","38,061.94","","0.30%"
"02/26/2025","38,142.37","38,143.68","38,175.24","37,742.76","","-0.25%"
"02/25/2025","38,237.79","38,359.67","38,485.95","38,131.79","","-1.39%"
"02/21/2025","38,776.94","38,523.07","38,808.81","38,456.53","","0.26%"
"02/20/2025","38,678.04","38,942.91","38,967.01","38,468.72","","-1.24%"
"02/19/2025","39,164.61","39,230.62","39,298.05","38,994.70","","-0.27%"
"02/18/2025","39,270.40","39,187.99","39,508.55","39,151.71","","0.25%"
"02/17/2025","39,174.25","39,094.09","39,238.75","39,021.23","","0.06%"
"02/14/2025","39,149.43","39,419.25","39,543.93","39,133.94","","-0.79%"
"02/13/2025","39,461.47","39,225.50","39,581.47","39,112.17","","1.28%"
"02/12/2025","38,963.70","39,049.12","39,102.65","38,794.24","","0.42%"
"02/10/2025","38,801.17","38,736.37","38,895.74","38,606.32","","0.04%"
"02/07/2025","38,787.02","38,907.76","39,007.94","38,753.20","","-0.72%"
"02/06/2025","39,066.53","38,977.58","39,190.13","38,851.51","","0.61%"
"02/05/2025","38,831.48","38,979.21","39,118.95","38,682.18","","0.09%"
"02/04/2025","38,798.37","39,078.66","39,192.51","38,590.96","","0.72%"
"02/03/2025","38,520.09","38,932.66","38,948.61","38,401.82","","-2.66%"
"01/31/2025","39,572.49","39,574.38","39,681.82","39,458.95","","0.15%"
"01/30/2025","39,513.97","39,302.85","39,600.93","39,221.36","","0.25%"
"01/29/2025","39,414.78","39,273.80","39,448.24","39,129.14","","1.02%"
"01/28/2025","39,016.87","39,400.02","39,448.55","38,886.05","","-1.39%"
"01/27/2025","39,565.80","40,127.74","40,255.68","39,520.79","","-0.92%"
"01/24/2025","39,931.98","40,060.49","40,279.79","39,806.69","","-0.07%"
"01/23/2025","39,958.87","39,810.06","40,036.07","39,677.22","","0.79%"
"01/22/2025","39,646.25","39,355.22","39,694.57","39,332.63","","1.58%"
"01/21/2025","39,027.98","39,163.53","39,238.21","38,643.84","","0.32%"
"01/20/2025","38,902.50","38,671.77","39,032.93","38,671.77","","1.17%"
"01/17/2025","38,451.46","38,454.10","38,503.94","38,055.68","","-0.31%"
"01/16/2025","38,572.60","38,732.65","38,932.54","38,426.20","","0.33%"
"01/15/2025","38,444.58","38,721.61","38,774.99","38,316.01","","-0.08%"
"01/14/2025","38,474.30","39,010.96","39,054.35","38,305.91","","-1.83%"
"01/10/2025","39,190.40","39,550.25","39,591.46","39,166.05","","-1.05%"
"01/09/2025","39,605.09","39,888.91","39,930.07","39,385.05","","-0.94%"
"01/08/2025","39,981.06","39,879.36","40,105.72","39,705.81","","-0.26%"
"01/07/2025","40,083.30","39,584.36","40,288.80","39,584.36","","1.97%"
"01/06/2025","39,307.05","39,945.42","39,993.50","39,232.78","","-1.47%"
